No.,Time,Source,Destination,Protocol,Length,Info
5379,1569.962213,18.211.52.237,192.168.100.119,TLSv1.2,301,Application Data
5380,1569.964962,192.168.100.119,18.211.52.237,TCP,66,58746  >  443 [ACK] Seq=1114 Ack=3590 Win=130816 Len=0 TSval=753114660 TSecr=515176462
5381,1569.997697,54.88.71.172,192.168.100.119,TLSv1.2,519,Application Data
5382,1570.00519,192.168.100.119,54.88.71.172,TCP,66,53941  >  443 [ACK] Seq=952 Ack=3460 Win=130560 Len=0 TSval=752842232 TSecr=215189834
5383,1570.006188,18.211.52.237,192.168.100.119,TCP,66,443  >  58746 [ACK] Seq=3590 Ack=1114 Win=29184 Len=0 TSval=515176474 TSecr=753114518
5384,1570.011185,192.168.100.119,54.88.71.172,TLSv1.2,315,Application Data
5385,1570.136371,54.88.71.172,192.168.100.119,TLSv1.2,129,Application Data
5386,1570.165099,192.168.100.119,54.88.71.172,TLSv1.2,181,Application Data
5387,1570.165599,192.168.100.119,18.211.52.237,TLSv1.2,147,Application Data
5388,1570.165848,192.168.100.119,18.211.52.237,TLSv1.2,154,Application Data
5389,1570.279785,54.88.71.172,192.168.100.119,TLSv1.2,110,Application Data
5390,1570.281033,18.211.52.237,192.168.100.119,TCP,66,443  >  58746 [ACK] Seq=3590 Ack=1195 Win=29184 Len=0 TSval=515176542 TSecr=753114848
5391,1570.281036,18.211.52.237,192.168.100.119,TCP,66,443  >  58746 [ACK] Seq=3590 Ack=1283 Win=29184 Len=0 TSval=515176542 TSecr=753114849
5392,1570.281782,18.211.52.237,192.168.100.119,TLSv1.2,301,Application Data
5393,1570.283281,192.168.100.119,54.88.71.172,TCP,66,53941  >  443 [ACK] Seq=1316 Ack=3567 Win=131008 Len=0 TSval=752842506 TSecr=215189905
5394,1570.283781,192.168.100.119,18.211.52.237,TCP,66,58746  >  443 [ACK] Seq=1283 Ack=3825 Win=130816 Len=0 TSval=753114975 TSecr=515176542
5395,1570.284781,18.211.52.237,192.168.100.119,TLSv1.2,301,Application Data
5396,1570.287778,192.168.100.119,18.211.52.237,TCP,66,58746  >  443 [ACK] Seq=1283 Ack=4060 Win=130816 Len=0 TSval=753114978 TSecr=515176543
5397,1571.503341,192.168.100.119,18.211.52.237,TLSv1.2,154,Application Data
5398,1571.622028,18.211.52.237,192.168.100.119,TLSv1.2,301,Application Data
5399,1571.665247,192.168.100.119,18.211.52.237,TCP,66,58746  >  443 [ACK] Seq=1371 Ack=4295 Win=130816 Len=0 TSval=753116354 TSecr=515176877
5400,1572.803349,192.168.100.119,54.88.71.172,TLSv1.2,171,Application Data
5401,1572.918533,54.88.71.172,192.168.100.119,TLSv1.2,115,Application Data
5402,1573.108432,192.168.100.119,54.88.71.172,TCP,66,53941  >  443 [ACK] Seq=1421 Ack=3616 Win=131008 Len=0 TSval=752845328 TSecr=215190564
5403,1573.119669,54.88.71.172,192.168.100.119,TLSv1.2,225,Application Data
5404,1573.128663,192.168.100.119,54.88.71.172,TCP,66,53941  >  443 [ACK] Seq=1421 Ack=3775 Win=130880 Len=0 TSval=752845341 TSecr=215190615
5405,1573.461725,192.168.100.119,54.88.71.172,TLSv1.2,177,Application Data
5406,1573.576911,54.88.71.172,192.168.100.119,TLSv1.2,112,Application Data
5407,1573.580656,192.168.100.119,54.88.71.172,TCP,66,53941  >  443 [ACK] Seq=1532 Ack=3821 Win=131008 Len=0 TSval=752845796 TSecr=215190729
5408,1574.529372,192.168.100.119,151.101.1.208,TLSv1.2,129,Application Data
5409,1574.534366,192.168.100.119,151.101.1.208,TLSv1.2,633,Application Data
5410,1574.54261,151.101.1.208,192.168.100.119,TCP,66,443  >  58730 [ACK] Seq=9098 Ack=7026 Win=51712 Len=0 TSval=700397212 TSecr=753119309
5411,1574.638306,151.101.1.208,192.168.100.119,TLSv1.2,250,Application Data
5412,1574.734503,192.168.100.119,151.101.1.208,TCP,66,58730  >  443 [ACK] Seq=7026 Ack=9282 Win=130816 Len=0 TSval=753119542 TSecr=700397236
5413,1575.88585,192.168.100.119,54.88.71.172,TLSv1.2,131,Application Data
5414,1576.001031,54.88.71.172,192.168.100.119,TLSv1.2,107,Application Data
5415,1576.064751,192.168.100.119,54.88.71.172,TCP,66,53941  >  443 [ACK] Seq=1597 Ack=3862 Win=131008 Len=0 TSval=752848267 TSecr=215191335
5416,1576.391561,54.88.71.172,192.168.100.119,TLSv1.2,109,Application Data
5417,1576.403051,192.168.100.119,54.88.71.172,TCP,66,53941  >  443 [ACK] Seq=1597 Ack=3905 Win=131008 Len=0 TSval=752848604 TSecr=215191433
5418,1577.00546,192.168.100.119,54.88.71.172,TLSv1.2,146,Application Data
5419,1577.006208,192.168.100.119,52.207.90.113,TLSv1.2,126,Application Data
5420,1577.006211,192.168.100.119,18.211.52.237,TLSv1.2,164,Application Data
5421,1577.006457,192.168.100.119,18.211.52.237,TLSv1.2,148,Application Data
5422,1577.009207,192.168.100.119,52.207.90.113,TLSv1.2,1340,Application Data
5423,1577.121895,18.211.52.237,192.168.100.119,TCP,78,[TCP Dup ACK 5398#1] 443  >  58746 [ACK] Seq=4295 Ack=1371 Win=30208 Len=0 TSval=515178252 TSecr=753116354 SLE=1469 SRE=1551
5424,1577.121898,18.211.52.237,192.168.100.119,TCP,66,443  >  58746 [ACK] Seq=4295 Ack=1551 Win=30208 Len=0 TSval=515178252 TSecr=753121692
5425,1577.123392,18.211.52.237,192.168.100.119,TLSv1.2,301,Application Data
5426,1577.123395,18.211.52.237,192.168.100.119,TLSv1.2,301,Application Data
5427,1577.124391,52.207.90.113,192.168.100.119,TCP,66,443  >  58745 [ACK] Seq=3763 Ack=5349 Win=38144 Len=0 TSval=449458537 TSecr=753121692
5428,1577.12464,192.168.100.119,18.211.52.237,TCP,164,[TCP Spurious Retransmission] 58746  >  443 [ACK] Seq=1371 Ack=4295 Win=131072 Len=98 TSval=753121812 TSecr=515178252
5429,1577.12514,192.168.100.119,18.211.52.237,TCP,66,58746  >  443 [ACK] Seq=1551 Ack=4530 Win=130816 Len=0 TSval=753121812 TSecr=515178253
5430,1577.125389,192.168.100.119,18.211.52.237,TCP,66,58746  >  443 [ACK] Seq=1551 Ack=4765 Win=130816 Len=0 TSval=753121812 TSecr=515178253
5431,1577.126389,52.207.90.113,192.168.100.119,TLSv1.2,226,Application Data
5432,1577.127638,192.168.100.119,52.207.90.113,TCP,66,58745  >  443 [ACK] Seq=5349 Ack=3923 Win=130816 Len=0 TSval=753121814 TSecr=449458537
5433,1577.136134,54.88.71.172,192.168.100.119,TLSv1.2,104,Application Data
5434,1577.139382,192.168.100.119,54.88.71.172,TLSv1.2,106,Application Data
5435,1577.140631,192.168.100.119,18.211.52.237,TLSv1.2,147,Application Data
5436,1577.232083,18.211.52.237,192.168.100.119,TCP,78,[TCP Dup ACK 5424#1] 443  >  58746 [ACK] Seq=4765 Ack=1551 Win=30208 Len=0 TSval=515178280 TSecr=753121692 SLE=1371 SRE=1469
5437,1577.25432,54.88.71.172,192.168.100.119,TLSv1.2,102,Application Data
5438,1577.255322,18.211.52.237,192.168.100.119,TCP,66,443  >  58746 [ACK] Seq=4765 Ack=1632 Win=30208 Len=0 TSval=515178286 TSecr=753121827
5439,1577.257068,18.211.52.237,192.168.100.119,TLSv1.2,301,Application Data
5440,1577.271058,192.168.100.119,54.88.71.172,TCP,66,53941  >  443 [ACK] Seq=1717 Ack=3979 Win=131008 Len=0 TSval=752849454 TSecr=215191648
5441,1577.271307,192.168.100.119,18.211.52.237,TCP,66,58746  >  443 [ACK] Seq=1632 Ack=5000 Win=130816 Len=0 TSval=753121945 TSecr=515178286
5442,1577.409983,192.168.100.118,216.239.35.4,NTP,90,"NTP Version 4, client"
5443,1577.529668,216.239.35.4,192.168.100.118,NTP,90,"NTP Version 4, server"
5444,1577.681328,192.168.100.119,52.207.90.113,TLSv1.2,125,Application Data
5445,1577.681823,192.168.100.119,52.207.90.113,TLSv1.2,126,Application Data
5446,1577.682323,192.168.100.119,52.207.90.113,TLSv1.2,125,Application Data
5447,1577.683323,192.168.100.119,52.207.90.113,TLSv1.2,1342,Application Data
5448,1577.683573,192.168.100.119,52.207.90.113,TLSv1.2,760,Application Data
5449,1577.684073,192.168.100.119,52.207.90.113,TLSv1.2,760,Application Data
5450,1577.796759,52.207.90.113,192.168.100.119,TCP,66,443  >  58745 [ACK] Seq=3923 Ack=5468 Win=38144 Len=0 TSval=449458705 TSecr=753122341
5451,1577.800507,52.207.90.113,192.168.100.119,TCP,66,443  >  58745 [ACK] Seq=3923 Ack=6803 Win=40704 Len=0 TSval=449458706 TSecr=753122353
5452,1577.802505,52.207.90.113,192.168.100.119,TLSv1.2,226,Application Data
5453,1577.804505,52.207.90.113,192.168.100.119,TLSv1.2,226,Application Data
5454,1577.820495,52.207.90.113,192.168.100.119,TLSv1.2,226,Application Data
5455,1577.822743,192.168.100.119,52.207.90.113,TCP,66,58745  >  443 [ACK] Seq=8191 Ack=4083 Win=130816 Len=0 TSval=753122505 TSecr=449458706
5456,1577.822746,192.168.100.119,52.207.90.113,TCP,66,58745  >  443 [ACK] Seq=8191 Ack=4243 Win=130816 Len=0 TSval=753122506 TSecr=449458707
5457,1577.822993,192.168.100.119,52.207.90.113,TCP,66,58745  >  443 [ACK] Seq=8191 Ack=4403 Win=130816 Len=0 TSval=753122506 TSecr=449458711
5458,1578.531596,192.168.100.118,216.239.35.12,NTP,90,"NTP Version 4, client"
5459,1578.531601,192.168.100.118,216.239.35.8,NTP,90,"NTP Version 4, client"
5460,1578.549581,216.239.35.8,192.168.100.118,NTP,90,"NTP Version 4, server"
5461,1578.803442,216.239.35.12,192.168.100.118,NTP,90,"NTP Version 4, server"
5462,1580.805307,192.168.100.118,216.239.35.0,NTP,90,"NTP Version 4, client"
5463,1580.925979,216.239.35.0,192.168.100.118,NTP,90,"NTP Version 4, server"
5464,1581.922165,192.168.100.119,192.168.100.255,UDP,82,57621  >  57621 Len=40
5465,1582.419386,PhilipsLight_75:b3:82,Ubiquiti_43:93:d5,ARP,60,Who has 192.168.100.1? Tell 192.168.100.118
5466,1582.419392,Ubiquiti_43:93:d5,PhilipsLight_75:b3:82,ARP,60,192.168.100.1 is at 78:8a:20:43:93:d5
5467,1583.012046,192.168.100.119,18.211.52.237,TCP,60,58746  >  443 [RST] Seq=1632 Win=0 Len=0
5468,1583.013041,192.168.100.119,52.213.62.73,TCP,60,58747  >  443 [RST] Seq=2445 Win=0 Len=0
5469,1583.013044,192.168.100.119,52.207.90.113,TCP,60,58745  >  443 [RST] Seq=8191 Win=0 Len=0
5470,1585.987605,fe80::66db:8bff:fe21:4ccf,ff02::fb,MDNS,754,"Standard query response 0x0000 TXT, cache flush PTR _http._tcp.local PTR HIKVISION DS-2CD2020F-I - 154590743._http._tcp.local TXT, cache flush PTR _psia._tcp.local PTR HIKVISION DS-2CD2020F-I - 154590743._psia._tcp.local TXT, cache flush PTR _CGI._tcp.local PTR HIKVISION DS-2CD2020F-I - 154590743._CGI._tcp.local SRV, cache flush 0 0 80 DS-2CD2020F-I20171222AAWR154590743.local SRV, cache flush 0 0 80 DS-2CD2020F-I20171222AAWR154590743.local SRV, cache flush 0 0 80 DS-2CD2020F-I20171222AAWR154590743.local PTR, cache flush DS-2CD2020F-I20171222AAWR154590743.local PTR, cache flush DS-2CD2020F-I20171222AAWR154590743.local A, cache flush 192.168.100.64 AAAA, cache flush fe80::66db:8bff:fe21:4ccf NSEC, cache flush HIKVISION DS-2CD2020F-I - 154590743._http._tcp.local NSEC, cache flush HIKVISION DS-2CD2020F-I - 154590743._psia._tcp.local NSEC, cache flush HIKVISION DS-2CD2020F-I - 154590743._CGI._tcp.local NSEC, cache flush 64.100.168.192.in-addr.arpa NSEC, cache flush F.C.C.4.1.2.E.F.F.F.B.8.B.D.6.6.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush DS-2CD2020F-I20171222AAWR154590743.local"
5471,1590.260926,192.168.100.119,192.168.100.1,DNS,78,Standard query 0x335b A gnar.grammarly.com
5472,1590.262918,192.168.100.119,54.88.71.172,TCP,66,"53941  >  443 [FIN, ACK] Seq=1717 Ack=3979 Win=131072 Len=0 TSval=752862433 TSecr=215191648"
5473,1590.27916,192.168.100.1,192.168.100.119,DNS,169,Standard query response 0x335b A gnar.grammarly.com CNAME gnar-writr.data.grammarlyaws.com A 52.204.146.6 A 107.21.25.13 A 52.207.90.113
5474,1590.284906,192.168.100.119,107.21.25.13,TCP,78,58748  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=128 TSval=753134964 TSecr=0 SACK_PERM
5475,1590.322635,192.168.100.119,192.168.100.1,DNS,72,Standard query 0x258a A capi.cpgr.io
5476,1590.323133,192.168.100.119,54.85.133.68,TCP,78,53944  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=752862503 TSecr=0 SACK_PERM
5477,1590.325132,192.168.100.119,34.198.99.58,TCP,78,58749  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=128 TSval=753135006 TSecr=0 SACK_PERM
5478,1590.341373,192.168.100.1,192.168.100.119,DNS,200,Standard query response 0x258a A capi.cpgr.io A 52.0.215.209 A 34.197.242.5 A 54.210.3.254 A 52.45.136.186 A 52.5.29.58 A 54.85.133.68 A 34.196.177.243 A 54.84.90.137
5479,1590.343875,192.168.100.119,192.168.100.1,ICMP,70,Destination unreachable (Port unreachable)
5480,1590.370107,54.88.71.172,192.168.100.119,TCP,66,"443  >  53941 [FIN, ACK] Seq=3979 Ack=1718 Win=30720 Len=0 TSval=215194927 TSecr=752862433"
5481,1590.396093,107.21.25.13,192.168.100.119,TCP,74,"443  >  58748 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1460 SACK_PERM TSval=449461775 TSecr=753134964 WS=256"
5482,1590.399089,192.168.100.119,54.88.71.172,TCP,66,53941  >  443 [ACK] Seq=1718 Ack=3980 Win=131072 Len=0 TSval=752862577 TSecr=215194927
5483,1590.40084,192.168.100.119,107.21.25.13,TCP,66,58748  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=753135080 TSecr=449461775
5484,1590.40134,192.168.100.119,107.21.25.13,TLSv1.2,583,Client Hello (SNI=gnar.grammarly.com)
5485,1590.428824,34.198.99.58,192.168.100.119,TCP,74,"443  >  58749 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1460 SACK_PERM TSval=477776685 TSecr=753135006 WS=256"
5486,1590.432071,192.168.100.119,34.198.99.58,TCP,66,58749  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=753135110 TSecr=477776685
5487,1590.432571,192.168.100.119,34.198.99.58,TLSv1.2,583,Client Hello (SNI=f-log-mobile.grammarly.io)
5488,1590.445064,54.85.133.68,192.168.100.119,TCP,74,"443  >  53944 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1460 SACK_PERM TSval=368697989 TSecr=752862503 WS=256"
5489,1590.456557,192.168.100.119,54.85.133.68,TCP,66,53944  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=752862636 TSecr=368697989
5490,1590.456807,192.168.100.119,54.85.133.68,TLSv1.2,244,Client Hello (SNI=capi.grammarly.com)
5491,1590.515523,107.21.25.13,192.168.100.119,TCP,66,443  >  58748 [ACK] Seq=1 Ack=518 Win=28160 Len=0 TSval=449461805 TSecr=753135080
5492,1590.519022,192.168.100.119,52.213.62.73,TCP,78,58750  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=128 TSval=753135197 TSecr=0 SACK_PERM
5493,1590.520532,107.21.25.13,192.168.100.119,TLSv1.2,1514,Server Hello
5494,1590.520777,107.21.25.13,192.168.100.119,TLSv1.2,1514,Certificate
5495,1590.526021,192.168.100.119,107.21.25.13,TCP,66,58748  >  443 [ACK] Seq=518 Ack=2897 Win=129536 Len=0 TSval=753135202 TSecr=449461805
5496,1590.557752,107.21.25.13,192.168.100.119,TLSv1.2,134,"Server Key Exchange, Server Hello Done"
5497,1590.560749,34.198.99.58,192.168.100.119,TCP,66,443  >  58749 [ACK] Seq=1 Ack=518 Win=28160 Len=0 TSval=477776712 TSecr=753135110
5498,1590.562498,34.198.99.58,192.168.100.119,TLSv1.2,1514,Server Hello
5499,1590.579239,192.168.100.119,107.21.25.13,TCP,66,58748  >  443 [ACK] Seq=518 Ack=2965 Win=130944 Len=0 TSval=753135236 TSecr=449461805
5500,1590.579738,192.168.100.119,107.21.25.13,TLSv1.2,192,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
5501,1590.602228,34.198.99.58,192.168.100.119,TLSv1.2,131,"[TCP Previous segment not captured] , Ignored Unknown Record"
5502,1590.605725,192.168.100.119,34.198.99.58,TCP,78,58749  >  443 [ACK] Seq=518 Ack=1449 Win=131072 Len=0 TSval=753135281 TSecr=477776713 SLE=2897 SRE=2962
5503,1590.605728,34.198.99.58,192.168.100.119,TCP,1514,[TCP Out-Of-Order] 443  >  58749 [ACK] Seq=1449 Ack=518 Win=28160 Len=1448 TSval=477776713 TSecr=753135110
5504,1590.608222,192.168.100.119,34.198.99.58,TCP,66,58749  >  443 [ACK] Seq=518 Ack=2962 Win=129536 Len=0 TSval=753135283 TSecr=477776713
5505,1590.616718,192.168.100.119,34.198.99.58,TLSv1.2,192,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
5506,1590.645452,52.213.62.73,192.168.100.119,TCP,74,"443  >  58750 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1460 SACK_PERM TSval=473572247 TSecr=753135197 WS=256"
5507,1590.646949,54.85.133.68,192.168.100.119,TCP,66,443  >  53944 [ACK] Seq=1 Ack=179 Win=28160 Len=0 TSval=368698022 TSecr=752862636
5508,1590.6487,54.85.133.68,192.168.100.119,TLSv1.2,1514,Server Hello
5509,1590.661692,192.168.100.119,52.213.62.73,TCP,66,58750  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=753135336 TSecr=473572247
5510,1590.66294,192.168.100.119,52.213.62.73,TLSv1.2,288,Client Hello (SNI=t.appsflyer.com)
5511,1590.688426,54.85.133.68,192.168.100.119,TLSv1.2,125,"[TCP Previous segment not captured] , Ignored Unknown Record"
5512,1590.692175,54.85.133.68,192.168.100.119,TCP,1514,[TCP Out-Of-Order] 443  >  53944 [ACK] Seq=1449 Ack=179 Win=28160 Len=1448 TSval=368698023 TSecr=752862636
5513,1590.707168,192.168.100.119,54.85.133.68,TCP,78,53944  >  443 [ACK] Seq=179 Ack=1449 Win=131072 Len=0 TSval=752862886 TSecr=368698023 SLE=2897 SRE=2956
5514,1590.71616,192.168.100.119,54.85.133.68,TCP,66,53944  >  443 [ACK] Seq=179 Ack=2956 Win=129536 Len=0 TSval=752862886 TSecr=368698023
5515,1590.718908,192.168.100.119,54.85.133.68,TLSv1.2,141,Client Key Exchange
5516,1590.731401,107.21.25.13,192.168.100.119,TLSv1.2,117,"Change Cipher Spec, Encrypted Handshake Message"
5517,1590.73365,192.168.100.119,107.21.25.13,TCP,66,58748  >  443 [ACK] Seq=644 Ack=3016 Win=130944 Len=0 TSval=753135407 TSecr=449461849
5518,1590.734398,107.21.25.13,192.168.100.119,TLSv1.2,135,Application Data
5519,1590.735398,192.168.100.119,107.21.25.13,TLSv1.2,119,Application Data
5520,1590.735898,192.168.100.119,107.21.25.13,TLSv1.2,116,Application Data
5521,1590.736148,192.168.100.119,107.21.25.13,TLSv1.2,108,Application Data
5522,1590.736648,192.168.100.119,107.21.25.13,TLSv1.2,328,Application Data
5523,1590.736898,192.168.100.119,107.21.25.13,TLSv1.2,125,Application Data
5524,1590.737398,192.168.100.119,107.21.25.13,TLSv1.2,125,Application Data
5525,1590.737647,192.168.100.119,107.21.25.13,TLSv1.2,125,Application Data
5526,1590.738148,192.168.100.119,107.21.25.13,TLSv1.2,750,Application Data
5527,1590.738396,192.168.100.119,107.21.25.13,TCP,66,58748  >  443 [ACK] Seq=1912 Ack=3085 Win=130944 Len=0 TSval=753135409 TSecr=449461849
5528,1590.738897,192.168.100.119,107.21.25.13,TLSv1.2,754,Application Data
5529,1590.741645,52.213.62.73,192.168.100.119,TCP,66,443  >  58750 [ACK] Seq=1 Ack=223 Win=30464 Len=0 TSval=473572335 TSecr=753135336
5530,1590.741648,52.213.62.73,192.168.100.119,TLSv1.2,211,"Server Hello, Change Cipher Spec, Encrypted Handshake Message"
5531,1590.743895,34.198.99.58,192.168.100.119,TLSv1.2,117,"Change Cipher Spec, Encrypted Handshake Message"
5532,1590.744644,192.168.100.119,107.21.25.13,TLSv1.2,752,Application Data
5533,1590.745143,192.168.100.119,107.21.25.13,TLSv1.2,757,Application Data
5534,1590.746643,34.198.99.58,192.168.100.119,TLSv1.2,135,Application Data
5535,1590.769632,192.168.100.119,107.21.25.13,TLSv1.2,104,Application Data
5536,1590.769879,192.168.100.119,52.213.62.73,TCP,66,58750  >  443 [ACK] Seq=223 Ack=146 Win=131584 Len=0 TSval=753135418 TSecr=473572335
5537,1590.770378,192.168.100.119,52.213.62.73,TLSv1.2,117,"Change Cipher Spec, Encrypted Handshake Message"
5538,1590.770629,192.168.100.119,52.213.62.73,TLSv1.2,422,Application Data
5539,1590.771378,192.168.100.119,34.198.99.58,TCP,66,58749  >  443 [ACK] Seq=644 Ack=3013 Win=130944 Len=0 TSval=753135419 TSecr=477776758
5540,1590.773129,192.168.100.119,52.213.62.73,TLSv1.2,1511,Application Data
5541,1590.773133,192.168.100.119,34.198.99.58,TLSv1.2,119,Application Data
5542,1590.773376,192.168.100.119,34.198.99.58,TLSv1.2,116,Application Data
5543,1590.773627,192.168.100.119,34.198.99.58,TLSv1.2,108,Application Data
5544,1590.774127,192.168.100.119,34.198.99.58,TLSv1.2,265,Application Data
5545,1590.774626,192.168.100.119,34.198.99.58,TLSv1.2,152,Application Data
5546,1590.775126,192.168.100.119,34.198.99.58,TCP,66,58749  >  443 [ACK] Seq=1074 Ack=3082 Win=130944 Len=0 TSval=753135443 TSecr=477776758
5547,1590.775129,192.168.100.119,34.198.99.58,TLSv1.2,104,Application Data
5548,1590.835593,52.213.62.73,192.168.100.119,TCP,66,443  >  58750 [ACK] Seq=146 Ack=630 Win=31488 Len=0 TSval=473572370 TSecr=753135418
5549,1590.847586,107.21.25.13,192.168.100.119,TCP,78,443  >  58748 [ACK] Seq=3085 Ack=697 Win=29184 Len=0 TSval=449461888 TSecr=753135409 SLE=747 SRE=789
5550,1590.847834,107.21.25.13,192.168.100.119,TCP,66,443  >  58748 [ACK] Seq=3085 Ack=789 Win=29184 Len=0 TSval=449461888 TSecr=753135409
5551,1590.847837,107.21.25.13,192.168.100.119,TLSv1.2,104,Application Data
5552,1590.850084,52.213.62.73,192.168.100.119,TLSv1.2,294,Application Data
5553,1590.850087,192.168.100.119,107.21.25.13,TCP,66,58748  >  443 [ACK] Seq=4015 Ack=3123 Win=130944 Len=0 TSval=753135520 TSecr=449461888
5554,1590.852332,192.168.100.119,52.213.62.73,TCP,66,58750  >  443 [ACK] Seq=2075 Ack=374 Win=131328 Len=0 TSval=753135522 TSecr=473572374
5555,1590.853331,107.21.25.13,192.168.100.119,TCP,78,443  >  58748 [ACK] Seq=3123 Ack=1051 Win=31232 Len=0 TSval=449461889 TSecr=753135409 SLE=1110 SRE=1169
5556,1590.853334,107.21.25.13,192.168.100.119,TCP,66,443  >  58748 [ACK] Seq=3123 Ack=1228 Win=31232 Len=0 TSval=449461889 TSecr=753135409
5557,1590.853335,107.21.25.13,192.168.100.119,TCP,66,443  >  58748 [ACK] Seq=3123 Ack=1169 Win=31232 Len=0 TSval=449461889 TSecr=753135409
5558,1590.853337,107.21.25.13,192.168.100.119,TCP,66,443  >  58748 [ACK] Seq=3123 Ack=1912 Win=32512 Len=0 TSval=449461889 TSecr=753135409
5559,1590.853338,107.21.25.13,192.168.100.119,TCP,66,443  >  58748 [ACK] Seq=3123 Ack=2600 Win=34048 Len=0 TSval=449461889 TSecr=753135409
5560,1590.854581,107.21.25.13,192.168.100.119,TLSv1.2,226,Application Data
5561,1590.85508,107.21.25.13,192.168.100.119,TLSv1.2,226,Application Data
5562,1590.861078,192.168.100.119,107.21.25.13,TCP,66,58748  >  443 [ACK] Seq=4015 Ack=3283 Win=130816 Len=0 TSval=753135530 TSecr=449461889
5563,1590.862826,192.168.100.119,107.21.25.13,TCP,66,58748  >  443 [ACK] Seq=4015 Ack=3443 Win=130688 Len=0 TSval=753135530 TSecr=449461890
5564,1590.872821,107.21.25.13,192.168.100.119,TLSv1.2,226,Application Data
5565,1590.887813,54.85.133.68,192.168.100.119,TCP,66,443  >  53944 [ACK] Seq=2956 Ack=254 Win=28160 Len=0 TSval=368698100 TSecr=752862894
5566,1590.89206,107.21.25.13,192.168.100.119,TLSv1.2,226,Application Data
5567,1590.897057,192.168.100.119,107.21.25.13,TCP,66,58748  >  443 [ACK] Seq=4015 Ack=3603 Win=130816 Len=0 TSval=753135566 TSecr=449461894
5568,1590.898056,192.168.100.119,54.85.133.68,TLSv1.2,117,"Change Cipher Spec, Encrypted Handshake Message"
5569,1590.898805,192.168.100.119,107.21.25.13,TCP,66,58748  >  443 [ACK] Seq=4015 Ack=3763 Win=130816 Len=0 TSval=753135567 TSecr=449461899
5570,1590.95103,107.21.25.13,192.168.100.119,TCP,66,443  >  58748 [ACK] Seq=3763 Ack=4015 Win=36864 Len=0 TSval=449461914 TSecr=753135410
5571,1590.964519,34.198.99.58,192.168.100.119,TCP,66,443  >  58749 [ACK] Seq=3082 Ack=747 Win=28160 Len=0 TSval=477776819 TSecr=753135420
5572,1590.964523,34.198.99.58,192.168.100.119,TLSv1.2,104,Application Data
5573,1590.969016,192.168.100.119,34.198.99.58,TCP,66,58749  >  443 [ACK] Seq=1112 Ack=3120 Win=130944 Len=0 TSval=753135635 TSecr=477776819
5574,1590.970015,34.198.99.58,192.168.100.119,TCP,66,443  >  58749 [ACK] Seq=3120 Ack=988 Win=29184 Len=0 TSval=477776820 TSecr=753135420
5575,1590.971265,34.198.99.58,192.168.100.119,TLSv1.2,301,Application Data
5576,1590.975264,192.168.100.119,34.198.99.58,TCP,66,58749  >  443 [ACK] Seq=1112 Ack=3355 Win=130816 Len=0 TSval=753135640 TSecr=477776820
5577,1590.977013,34.198.99.58,192.168.100.119,TLSv1.2,301,Application Data
5578,1590.97951,192.168.100.119,34.198.99.58,TCP,66,58749  >  443 [ACK] Seq=1112 Ack=3590 Win=130816 Len=0 TSval=753135644 TSecr=477776822
5579,1591.020489,54.85.133.68,192.168.100.119,TCP,66,443  >  53944 [ACK] Seq=2956 Ack=305 Win=28160 Len=0 TSval=368698133 TSecr=752863075
5580,1591.020494,54.85.133.68,192.168.100.119,TLSv1.2,117,"Change Cipher Spec, Encrypted Handshake Message"
5581,1591.022988,192.168.100.119,54.85.133.68,TCP,66,53944  >  443 [ACK] Seq=305 Ack=3007 Win=131008 Len=0 TSval=752863199 TSecr=368698133
5582,1591.023735,192.168.100.119,54.85.133.68,TLSv1.2,713,Application Data
5583,1591.027982,34.198.99.58,192.168.100.119,TCP,66,443  >  58749 [ACK] Seq=3590 Ack=1112 Win=29184 Len=0 TSval=477776835 TSecr=753135443
5584,1591.166159,54.85.133.68,192.168.100.119,TLSv1.2,519,Application Data
5585,1591.168903,192.168.100.119,54.85.133.68,TCP,66,53944  >  443 [ACK] Seq=952 Ack=3460 Win=130560 Len=0 TSval=752863345 TSecr=368698169
5586,1591.170901,192.168.100.119,54.85.133.68,TLSv1.2,315,Application Data
5587,1591.304328,54.85.133.68,192.168.100.119,TLSv1.2,129,Application Data
5588,1591.313071,192.168.100.119,54.85.133.68,TLSv1.2,181,Application Data
